channel,id,has_audio,dynamic,time,x,y,z
1,RoomCentricLeft,False,False,0.0,-1.0,1.0,0.0
2,RoomCentricRight,False,False,0.0,1.0,1.0,0.0
3,RoomCentricCenter,False,False,0.0,0.0,1.0,0.0
4,RoomCentricLFE,False,False,0.0,-1.0,1.0,-1.0
5,RoomCentricLeftSideSurround,False,False,0.0,-1.0,0.0,0.0
6,RoomCentricRightSideSurround,False,False,0.0,1.0,0.0,0.0
7,RoomCentricLeftRearSurround,False,False,0.0,-1.0,-1.0,0.0
8,RoomCentricRightRearSurround,False,False,0.0,1.0,-1.0,0.0
9,RoomCentricLeftTopSurround,False,False,0.0,-1.0,0.0,1.0
10,RoomCentricRightTopSurround,False,False,0.0,1.0,0.0,1.0
11,POE_BassStem L,True,False,0.0,0.061852,-0.476083,0.0
12,POE_BassStem R,True,False,0.0,-0.043962,-0.478067,0.0
13,POE_DrumStem_V3 L,True,False,0.0,0.67608,-0.514394,0.093
14,POE_DrumStem_V3 R,True,False,0.0,-0.67608,-0.514394,0.093
15,POE_AcGTStem L,True,False,0.0,-0.539887,0.111884,0.0
16,POE_AcGTStem R,True,False,0.0,-0.437465,0.383502,0.0
17,POE_ElecGTStem L,True,False,0.0,0.435094,0.382652,0.0
18,POE_ElecGTStem R,True,False,0.0,0.538189,0.112428,0.0
25,POE_KeysStem L,True,False,0.0,0.613219,-0.097513,0.16
26,POE_KeysStem R,True,False,0.0,-0.586781,-0.252809,0.16
27,POE_UkeStem_V3 L,True,False,0.0,-0.721317,0.298672,0.0
28,POE_UkeStem_V3 R,True,False,0.0,0.723653,0.279249,0.0
37,Front High L,True,False,0.0,-0.334623,0.730564,0.4
38,Front High R,True,False,0.0,0.334623,0.730564,0.4
39,Front Left L,True,False,0.0,-1.0,0.582817,0.0
40,Front Left R,True,False,0.0,-0.582818,1.0,0.0
41,Front Right L,True,False,0.0,0.582817,1.0,0.0
42,Front Right R,True,False,0.0,1.0,0.582817,0.0
43,Back Center L,True,False,0.0,0.471409,-1.0,0.213
44,Back Center R,True,False,0.0,-0.444793,-1.0,0.213
45,back-left L,True,False,0.0,-1.0,-0.715202,0.0
46,back-left R,True,False,0.0,-1.0,-0.105831,0.0
47,back-right L,True,False,0.0,1.0,-0.105831,0.0
48,back-right R,True,False,0.0,1.0,-0.715202,0.0
49,everywhere L,True,False,0.0,0.078218,-0.080162,0.281
50,everywhere R,True,False,0.0,-0.078218,-0.080162,0.281
51,doubling L,True,False,0.0,0.964108,-1.0,0.387
52,doubling R,True,False,0.0,-0.987534,-1.0,0.387
19,POE_LdGTStem L,True,True,0.0,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,189.59,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.57,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.58,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.59,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.61,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.62,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.63,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.64,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.65,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.66,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.67,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.68,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.69,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.7,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.71,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.72,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.73,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.74,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.75,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.77,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.78,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.79,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.8,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.81,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.82,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.83,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.84,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.85,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.86,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.87,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.88,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.89,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.9,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.91,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.93,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.94,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.95,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.96,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.97,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.98,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,191.99,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.0,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.01,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.02,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.03,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.04,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.05,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.06,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.07,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.09,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.1,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.11,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.12,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.13,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.14,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.15,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.16,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.17,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.18,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.19,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.2,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.21,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.22,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.23,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.25,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.26,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.27,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.28,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.29,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.3,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.31,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.32,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.33,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.34,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.35,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.36,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.37,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.38,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.39,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.41,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.42,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.43,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.44,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.45,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.46,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.47,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.48,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.48,-0.975753,1.0,0.175
19,POE_LdGTStem L,True,True,192.49,-0.974656,1.0,0.175
19,POE_LdGTStem L,True,True,192.5,-0.972607,1.0,0.175
19,POE_LdGTStem L,True,True,192.51,-0.970557,1.0,0.175
19,POE_LdGTStem L,True,True,192.52,-0.968508,1.0,0.175
19,POE_LdGTStem L,True,True,192.53,-0.966458,1.0,0.175
19,POE_LdGTStem L,True,True,192.54,-0.964408,1.0,0.175
19,POE_LdGTStem L,True,True,192.55,-0.962358,1.0,0.175
19,POE_LdGTStem L,True,True,192.57,-0.960308,1.0,0.175
19,POE_LdGTStem L,True,True,192.58,-0.958258,1.0,0.175
19,POE_LdGTStem L,True,True,192.59,-0.956208,1.0,0.175
19,POE_LdGTStem L,True,True,192.6,-0.954158,1.0,0.175
19,POE_LdGTStem L,True,True,192.61,-0.952107,0.999999,0.175
19,POE_LdGTStem L,True,True,192.62,-0.950057,1.0,0.175
19,POE_LdGTStem L,True,True,192.63,-0.948007,1.0,0.175
19,POE_LdGTStem L,True,True,192.64,-0.945956,1.0,0.175
19,POE_LdGTStem L,True,True,192.65,-0.943905,1.0,0.175
19,POE_LdGTStem L,True,True,192.66,-0.941854,1.0,0.175
19,POE_LdGTStem L,True,True,192.67,-0.939803,1.0,0.175
19,POE_LdGTStem L,True,True,192.68,-0.937752,1.0,0.175
19,POE_LdGTStem L,True,True,192.69,-0.935701,1.0,0.175
19,POE_LdGTStem L,True,True,192.7,-0.933649,1.0,0.175
19,POE_LdGTStem L,True,True,192.71,-0.931598,1.0,0.175
19,POE_LdGTStem L,True,True,192.73,-0.929547,1.0,0.175
19,POE_LdGTStem L,True,True,192.74,-0.927495,1.0,0.175
19,POE_LdGTStem L,True,True,192.75,-0.925443,1.0,0.175
19,POE_LdGTStem L,True,True,192.76,-0.923391,0.999999,0.175
19,POE_LdGTStem L,True,True,192.77,-0.921339,1.0,0.175
19,POE_LdGTStem L,True,True,192.78,-0.919287,1.0,0.175
19,POE_LdGTStem L,True,True,192.79,-0.917235,1.0,0.175
19,POE_LdGTStem L,True,True,192.8,-0.915183,1.0,0.175
19,POE_LdGTStem L,True,True,192.81,-0.91313,1.0,0.175
19,POE_LdGTStem L,True,True,192.82,-0.911078,1.0,0.175
19,POE_LdGTStem L,True,True,192.83,-0.909025,1.0,0.175
19,POE_LdGTStem L,True,True,192.84,-0.906973,1.0,0.175
19,POE_LdGTStem L,True,True,192.85,-0.90492,1.0,0.175
19,POE_LdGTStem L,True,True,192.86,-0.902867,0.999999,0.175
19,POE_LdGTStem L,True,True,192.87,-0.900814,1.0,0.175
19,POE_LdGTStem L,True,True,192.89,-0.898761,1.0,0.175
19,POE_LdGTStem L,True,True,192.9,-0.896708,1.0,0.175
19,POE_LdGTStem L,True,True,192.91,-0.894655,1.0,0.175
19,POE_LdGTStem L,True,True,192.92,-0.892601,1.0,0.175
19,POE_LdGTStem L,True,True,192.93,-0.890548,1.0,0.175
19,POE_LdGTStem L,True,True,192.94,-0.888494,1.0,0.175
19,POE_LdGTStem L,True,True,192.95,-0.88644,1.0,0.175
19,POE_LdGTStem L,True,True,192.96,-0.884386,1.0,0.175
19,POE_LdGTStem L,True,True,192.97,-0.882333,1.0,0.175
19,POE_LdGTStem L,True,True,192.98,-0.880279,1.0,0.175
19,POE_LdGTStem L,True,True,192.99,-0.878224,1.0,0.175
19,POE_LdGTStem L,True,True,193.0,-0.87617,1.0,0.175
19,POE_LdGTStem L,True,True,193.01,-0.874116,1.0,0.175
19,POE_LdGTStem L,True,True,193.02,-0.872061,1.0,0.175
19,POE_LdGTStem L,True,True,193.03,-0.870007,1.0,0.175
19,POE_LdGTStem L,True,True,193.05,-0.867952,1.0,0.175
19,POE_LdGTStem L,True,True,193.06,-0.865897,1.0,0.175
19,POE_LdGTStem L,True,True,193.07,-0.863842,1.0,0.175
19,POE_LdGTStem L,True,True,193.08,-0.861787,1.0,0.175
19,POE_LdGTStem L,True,True,193.09,-0.859732,1.0,0.175
19,POE_LdGTStem L,True,True,193.1,-0.857677,1.0,0.175
19,POE_LdGTStem L,True,True,193.11,-0.855622,0.999999,0.175
19,POE_LdGTStem L,True,True,193.12,-0.853566,1.0,0.175
19,POE_LdGTStem L,True,True,193.13,-0.851511,1.0,0.175
19,POE_LdGTStem L,True,True,193.14,-0.849455,1.0,0.175
19,POE_LdGTStem L,True,True,193.15,-0.8474,1.0,0.175
19,POE_LdGTStem L,True,True,193.16,-0.845344,1.0,0.175
19,POE_LdGTStem L,True,True,193.17,-0.843288,1.0,0.175
19,POE_LdGTStem L,True,True,193.18,-0.841232,1.0,0.175
19,POE_LdGTStem L,True,True,193.19,-0.839176,1.0,0.175
19,POE_LdGTStem L,True,True,193.21,-0.83712,1.0,0.175
19,POE_LdGTStem L,True,True,193.22,-0.835063,1.0,0.175
19,POE_LdGTStem L,True,True,193.23,-0.833007,1.0,0.175
19,POE_LdGTStem L,True,True,193.24,-0.83095,1.0,0.175
19,POE_LdGTStem L,True,True,193.25,-0.828893,0.999999,0.175
19,POE_LdGTStem L,True,True,193.26,-0.826837,1.0,0.175
19,POE_LdGTStem L,True,True,193.27,-0.82478,1.0,0.175
19,POE_LdGTStem L,True,True,193.28,-0.822723,1.0,0.175
19,POE_LdGTStem L,True,True,193.29,-0.820666,1.0,0.175
19,POE_LdGTStem L,True,True,193.3,-0.818609,1.0,0.175
19,POE_LdGTStem L,True,True,193.31,-0.816551,1.0,0.175
19,POE_LdGTStem L,True,True,193.32,-0.814494,1.0,0.175
19,POE_LdGTStem L,True,True,193.33,-0.812437,1.0,0.175
19,POE_LdGTStem L,True,True,193.34,-0.810379,1.0,0.175
19,POE_LdGTStem L,True,True,193.35,-0.808321,1.0,0.175
19,POE_LdGTStem L,True,True,193.37,-0.806263,1.0,0.175
19,POE_LdGTStem L,True,True,193.37,-0.804587,1.0,0.175
19,POE_LdGTStem L,True,True,193.38,-0.804205,1.0,0.175
19,POE_LdGTStem L,True,True,193.39,-0.802147,1.0,0.175
19,POE_LdGTStem L,True,True,193.4,-0.800089,1.0,0.175
19,POE_LdGTStem L,True,True,193.41,-0.798031,1.0,0.175
19,POE_LdGTStem L,True,True,193.42,-0.795973,1.0,0.175
19,POE_LdGTStem L,True,True,193.43,-0.793914,1.0,0.175
19,POE_LdGTStem L,True,True,193.44,-0.791856,1.0,0.175
19,POE_LdGTStem L,True,True,193.45,-0.789797,1.0,0.175
19,POE_LdGTStem L,True,True,193.46,-0.787738,1.0,0.175
19,POE_LdGTStem L,True,True,193.47,-0.785679,0.999999,0.175
19,POE_LdGTStem L,True,True,193.48,-0.78362,1.0,0.175
19,POE_LdGTStem L,True,True,193.49,-0.781561,1.0,0.175
19,POE_LdGTStem L,True,True,193.5,-0.779502,1.0,0.175
19,POE_LdGTStem L,True,True,193.51,-0.777443,1.0,0.175
19,POE_LdGTStem L,True,True,193.53,-0.775384,0.999999,0.175
19,POE_LdGTStem L,True,True,193.54,-0.773324,1.0,0.175
19,POE_LdGTStem L,True,True,193.55,-0.771265,1.0,0.175
19,POE_LdGTStem L,True,True,193.56,-0.769205,1.0,0.175
19,POE_LdGTStem L,True,True,193.57,-0.767145,1.0,0.175
19,POE_LdGTStem L,True,True,193.58,-0.765085,1.0,0.175
19,POE_LdGTStem L,True,True,193.59,-0.763025,1.0,0.175
19,POE_LdGTStem L,True,True,193.6,-0.761255,1.0,0.175
19,POE_LdGTStem L,True,True,193.6,-0.723376,1.0,0.175
19,POE_LdGTStem L,True,True,193.61,-0.423759,1.0,0.175
19,POE_LdGTStem L,True,True,193.62,-0.12191,1.0,0.175
19,POE_LdGTStem L,True,True,193.63,0.182195,0.999999,0.175
19,POE_LdGTStem L,True,True,193.64,0.488582,1.0,0.175
19,POE_LdGTStem L,True,True,193.65,0.797276,1.0,0.175
19,POE_LdGTStem L,True,True,193.66,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.66,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.67,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.69,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.7,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.71,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.72,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.73,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.74,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.75,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.76,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.77,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.78,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.79,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.8,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.81,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.82,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.83,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.85,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.86,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.87,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.88,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.89,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.9,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.91,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.92,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.93,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.94,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.95,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.96,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.97,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.98,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,193.99,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,194.01,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,194.02,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,194.03,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,194.32,1.0,0.975752,0.175
19,POE_LdGTStem L,True,True,194.33,1.0,0.975651,0.175
19,POE_LdGTStem L,True,True,194.34,1.0,0.973646,0.175
19,POE_LdGTStem L,True,True,194.35,1.0,0.971642,0.175
19,POE_LdGTStem L,True,True,194.36,1.0,0.969637,0.175
19,POE_LdGTStem L,True,True,194.37,1.0,0.967633,0.175
19,POE_LdGTStem L,True,True,194.38,1.0,0.965628,0.175
19,POE_LdGTStem L,True,True,194.39,1.0,0.963623,0.175
19,POE_LdGTStem L,True,True,194.4,1.0,0.961618,0.175
19,POE_LdGTStem L,True,True,194.41,1.0,0.959614,0.175
19,POE_LdGTStem L,True,True,194.42,1.0,0.957608,0.175
19,POE_LdGTStem L,True,True,194.43,1.0,0.955603,0.175
19,POE_LdGTStem L,True,True,194.44,1.0,0.953598,0.175
19,POE_LdGTStem L,True,True,194.45,1.0,0.951593,0.175
19,POE_LdGTStem L,True,True,194.46,1.0,0.949587,0.175
19,POE_LdGTStem L,True,True,194.47,1.0,0.947581,0.175
19,POE_LdGTStem L,True,True,194.49,1.0,0.945576,0.175
19,POE_LdGTStem L,True,True,194.5,1.0,0.94357,0.175
19,POE_LdGTStem L,True,True,194.51,1.0,0.941564,0.175
19,POE_LdGTStem L,True,True,194.52,1.0,0.939558,0.175
19,POE_LdGTStem L,True,True,194.53,1.0,0.937552,0.175
19,POE_LdGTStem L,True,True,194.54,1.0,0.935546,0.175
19,POE_LdGTStem L,True,True,194.55,1.0,0.933539,0.175
19,POE_LdGTStem L,True,True,194.56,1.0,0.931533,0.175
19,POE_LdGTStem L,True,True,194.57,1.0,0.929527,0.175
19,POE_LdGTStem L,True,True,194.58,1.0,0.92752,0.175
19,POE_LdGTStem L,True,True,194.59,1.0,0.925513,0.175
19,POE_LdGTStem L,True,True,194.6,1.0,0.923507,0.175
19,POE_LdGTStem L,True,True,194.61,1.0,0.9215,0.175
19,POE_LdGTStem L,True,True,194.62,1.0,0.919493,0.175
19,POE_LdGTStem L,True,True,194.63,1.0,0.917486,0.175
19,POE_LdGTStem L,True,True,194.65,1.0,0.915479,0.175
19,POE_LdGTStem L,True,True,194.66,1.0,0.913471,0.175
19,POE_LdGTStem L,True,True,194.67,1.0,0.911464,0.175
19,POE_LdGTStem L,True,True,194.68,1.0,0.909456,0.175
19,POE_LdGTStem L,True,True,194.69,1.0,0.907449,0.175
19,POE_LdGTStem L,True,True,194.7,1.0,0.905441,0.175
19,POE_LdGTStem L,True,True,194.71,1.0,0.903433,0.175
19,POE_LdGTStem L,True,True,194.72,1.0,0.901425,0.175
19,POE_LdGTStem L,True,True,194.73,1.0,0.899417,0.175
19,POE_LdGTStem L,True,True,194.74,1.0,0.897409,0.175
19,POE_LdGTStem L,True,True,194.75,1.0,0.895401,0.175
19,POE_LdGTStem L,True,True,194.76,1.0,0.893393,0.175
19,POE_LdGTStem L,True,True,194.77,1.0,0.891385,0.175
19,POE_LdGTStem L,True,True,194.78,1.0,0.889376,0.175
19,POE_LdGTStem L,True,True,194.79,1.0,0.887368,0.175
19,POE_LdGTStem L,True,True,194.81,1.0,0.885359,0.175
19,POE_LdGTStem L,True,True,194.82,1.0,0.88335,0.175
19,POE_LdGTStem L,True,True,194.83,1.0,0.881341,0.175
19,POE_LdGTStem L,True,True,194.84,1.0,0.879332,0.175
19,POE_LdGTStem L,True,True,194.85,1.0,0.877323,0.175
19,POE_LdGTStem L,True,True,194.86,1.0,0.875314,0.175
19,POE_LdGTStem L,True,True,194.87,1.0,0.873304,0.175
19,POE_LdGTStem L,True,True,194.88,1.0,0.871295,0.175
19,POE_LdGTStem L,True,True,194.89,1.0,0.869286,0.175
19,POE_LdGTStem L,True,True,194.9,1.0,0.867276,0.175
19,POE_LdGTStem L,True,True,194.91,1.0,0.865266,0.175
19,POE_LdGTStem L,True,True,194.92,1.0,0.863257,0.175
19,POE_LdGTStem L,True,True,194.93,1.0,0.861247,0.175
19,POE_LdGTStem L,True,True,194.94,1.0,0.859237,0.175
19,POE_LdGTStem L,True,True,194.95,1.0,0.857227,0.175
19,POE_LdGTStem L,True,True,194.97,1.0,0.855217,0.175
19,POE_LdGTStem L,True,True,194.98,1.0,0.853206,0.175
19,POE_LdGTStem L,True,True,194.99,1.0,0.851196,0.175
19,POE_LdGTStem L,True,True,195.0,1.0,0.849185,0.175
19,POE_LdGTStem L,True,True,195.01,1.0,0.847175,0.175
19,POE_LdGTStem L,True,True,195.02,1.0,0.845164,0.175
19,POE_LdGTStem L,True,True,195.03,1.0,0.843153,0.175
19,POE_LdGTStem L,True,True,195.04,1.0,0.841142,0.175
19,POE_LdGTStem L,True,True,195.05,1.0,0.839131,0.175
19,POE_LdGTStem L,True,True,195.06,1.0,0.83712,0.175
19,POE_LdGTStem L,True,True,195.07,1.0,0.835109,0.175
19,POE_LdGTStem L,True,True,195.08,1.0,0.833098,0.175
19,POE_LdGTStem L,True,True,195.09,1.0,0.831086,0.175
19,POE_LdGTStem L,True,True,195.1,1.0,0.829075,0.175
19,POE_LdGTStem L,True,True,195.11,1.0,0.827063,0.175
19,POE_LdGTStem L,True,True,195.13,1.0,0.825052,0.175
19,POE_LdGTStem L,True,True,195.14,1.0,0.82304,0.175
19,POE_LdGTStem L,True,True,195.15,1.0,0.821028,0.175
19,POE_LdGTStem L,True,True,195.16,1.0,0.819016,0.175
19,POE_LdGTStem L,True,True,195.17,1.0,0.817004,0.175
19,POE_LdGTStem L,True,True,195.18,1.0,0.814992,0.175
19,POE_LdGTStem L,True,True,195.19,1.0,0.81298,0.175
19,POE_LdGTStem L,True,True,195.2,1.0,0.810967,0.175
19,POE_LdGTStem L,True,True,195.21,1.0,0.808955,0.175
19,POE_LdGTStem L,True,True,195.22,1.0,0.806942,0.175
19,POE_LdGTStem L,True,True,195.23,1.0,0.804929,0.175
19,POE_LdGTStem L,True,True,195.24,1.0,0.802916,0.175
19,POE_LdGTStem L,True,True,195.25,1.0,0.800904,0.175
19,POE_LdGTStem L,True,True,195.26,1.0,0.798891,0.175
19,POE_LdGTStem L,True,True,195.27,1.0,0.796877,0.175
19,POE_LdGTStem L,True,True,195.29,1.0,0.794864,0.175
19,POE_LdGTStem L,True,True,195.3,1.0,0.792851,0.175
19,POE_LdGTStem L,True,True,195.31,1.0,0.790838,0.175
19,POE_LdGTStem L,True,True,195.32,1.0,0.788824,0.175
19,POE_LdGTStem L,True,True,195.33,1.0,0.78681,0.175
19,POE_LdGTStem L,True,True,195.34,1.0,0.784797,0.175
19,POE_LdGTStem L,True,True,195.35,1.0,0.782783,0.175
19,POE_LdGTStem L,True,True,195.36,1.0,0.780769,0.175
19,POE_LdGTStem L,True,True,195.37,1.0,0.778755,0.175
19,POE_LdGTStem L,True,True,195.38,1.0,0.776741,0.175
19,POE_LdGTStem L,True,True,195.39,1.0,0.774727,0.175
19,POE_LdGTStem L,True,True,195.4,1.0,0.772713,0.175
19,POE_LdGTStem L,True,True,195.41,1.0,0.770698,0.175
19,POE_LdGTStem L,True,True,195.42,1.0,0.768684,0.175
19,POE_LdGTStem L,True,True,195.43,1.0,0.766669,0.175
19,POE_LdGTStem L,True,True,195.45,1.0,0.764654,0.175
19,POE_LdGTStem L,True,True,195.46,1.0,0.762639,0.175
19,POE_LdGTStem L,True,True,195.47,1.0,0.760625,0.175
19,POE_LdGTStem L,True,True,195.48,1.0,0.75861,0.175
19,POE_LdGTStem L,True,True,195.49,1.0,0.756594,0.175
19,POE_LdGTStem L,True,True,195.5,1.0,0.754579,0.175
19,POE_LdGTStem L,True,True,195.51,1.0,0.752564,0.175
19,POE_LdGTStem L,True,True,195.52,1.0,0.750549,0.175
19,POE_LdGTStem L,True,True,195.53,1.0,0.748533,0.175
19,POE_LdGTStem L,True,True,195.54,1.0,0.746517,0.175
19,POE_LdGTStem L,True,True,195.55,1.0,0.744502,0.175
19,POE_LdGTStem L,True,True,195.56,1.0,0.742486,0.175
19,POE_LdGTStem L,True,True,195.57,1.0,0.74047,0.175
19,POE_LdGTStem L,True,True,195.58,1.0,0.738454,0.175
19,POE_LdGTStem L,True,True,195.59,1.0,0.736438,0.175
19,POE_LdGTStem L,True,True,195.61,1.0,0.734422,0.175
19,POE_LdGTStem L,True,True,195.62,1.0,0.732405,0.175
19,POE_LdGTStem L,True,True,195.63,1.0,0.730389,0.175
19,POE_LdGTStem L,True,True,195.64,1.0,0.728372,0.175
19,POE_LdGTStem L,True,True,195.65,1.0,0.726356,0.175
19,POE_LdGTStem L,True,True,195.66,1.0,0.724339,0.175
19,POE_LdGTStem L,True,True,195.67,1.0,0.722322,0.175
19,POE_LdGTStem L,True,True,195.68,1.0,0.720305,0.175
19,POE_LdGTStem L,True,True,195.69,1.0,0.718288,0.175
